name,carbs_per_100g
"Pepperidge Farm, Goldfish, Baked Snack Crackers, Explosive Pizza",67.2
"Sage Valley, Gluten Free Vanilla Sandwich Cookies",71.88
"Schar, Gluten-Free, Classic White Rolls",50.47
"Schar, Gluten-Free, Wheat-Free, Classic White Bread",46.13
"Udi's, Gluten Free, Classic French Dinner Rolls",55.1
"Van's, Gluten Free, Totally Original Waffles",40.54
"Van's, The Perfect 10, Crispy Six Whole Grain + Four Seed Baked Crackers, Gluten Free",67.57
"Bread, multi-grain (includes whole-grain)",43.34
"Cookies, animal crackers (includes arrowroot, tea biscuits)",74.1
"Sweet Potatoes, french fried, crosscut, frozen, unprepared",25.52
"Sweet Potato puffs, frozen, unprepared",30.72
"Mouse nuts, roots (Alaska Native)",16.1
"Mouse nuts, seedlings (Alaska Native)",16.3
"Octopus (Alaska Native)",0
"Seal, bearded (Oogruk), meat, dried (Alaska Native)",0
"Fish, pike, northern, liver (Alaska Native)",4.3
"Rhubarb, wild, leaves (Alaska Native)",9.9
"Fish, salmon, tipnuk, fermented (Alaska Native)",0
"Fish, salmon, king, chinook, kippered, canned (Alaska Native)",0
"Seal, ringed, meat (Alaska Native)",0
"Seal, ringed, liver (Alaska Native)",2.9
"Soup, fish, homemade (Alaska Native)",5.6
"Sourdock, young leaves (Alaska Native)",6.5
"Walrus, meat, raw (Alaska Native)",0
"Walrus, meat and subcutaneous fat raw (Alaska Native)",0
"Walrus, liver, raw (Alaska Native)",3.5
"Oil, walrus (Alaska Native)",0
"Fish, whitefish, mixed species, raw (Alaska Native)",0
"Fish, whitefish, broad, head, eyes, cheeks and soft bones (Alaska Native)",0
"Willow, leaves in oil (Alaska Native)",8.1
"Willow, young leaves, chopped (Alaska Native)",20.7
"Corn, white, steamed (Navajo)",75.2
"Cornmeal, white (Navajo)",77.14
"Cornmeal, yellow (Navajo)",72.9
"Squash, Indian, raw (Navajo)",5.64
"Tortilla, includes plain and from mutton sandwich (Navajo)",49.94
"Stew, dumpling with mutton (Navajo)",8.03
"Stew, hominy with mutton (Navajo)",9.38
"Stew, mutton, corn, squash (Navajo)",7.27
"Fish, salmon, sockeye (red), raw (Alaska Native)",0
"Fish, Salmon, Chum, raw (Alaska Native)",0
"Fish, salmon, king (chinook), raw (Alaska Native)",0
"Salmonberries, raw (Alaska Native)",10.05
"Caribou, shoulder meat, dried (Alaska Native)",0
"Caribou, hind quarter meat, raw (Alaska Native)",0
"Seal, bearded (Oogruk), meat, dried, in oil (Alaska Native)",0
"Fish, whitefish, dried (Alaska Native)",0
"Seal, bearded (Oogruk), meat, low quadrant, raw (Alaska Native)",0
"Fish, salmon, chum, dried (Alaska Native)",0
"Elk, free range, ground, cooked patties (Shoshone Bannock)",0
"Elk, free range, ground, raw (Shoshone Bannock)",0
"Elk, free range, roast, eye of round, cooked (Shoshone Bannock)",0
"Chokecherries, raw, pitted (Shoshone Bannock)",33.88
"Steelhead trout, dried, flesh (Shoshone Bannock)",0
"Steelhead trout, boiled, canned (Alaska Native)",0
"Acorn stew (Apache)",9.22
"Restaurant, Italian, chicken parmesan without pasta",10.92
"Restaurant, Latino, arroz con leche (rice pudding)",24.92
"Restaurant, Latino, Arroz con frijoles negros (rice and black beans)",24.4
"Restaurant, Latino, Arroz con habichuelas colorados (Rice And Red Beans)",23.74
"Restaurant, Latino, Arroz con grandules (rice and pigeonpeas)",30.75
"Restaurant, Latino, tamale, pork",15.75
"Restaurant, Latino, black bean soup",14.79
"Restaurant, Latino, tripe soup",4.07
"Restaurant, Latino, arepa (unleavened cornmeal bread)",37.14
"Restaurant, Latino, bunuelos (fried yeast bread)",48.57
"Restaurant, Chinese, beef and vegetables",7.29
"CRACKER BARREL, chicken tenderloin platter, fried, from kid's menu",20.24
"CRACKER BARREL, country fried shrimp platter",21.4
"CRACKER BARREL, farm raised catfish platter",5.31
"DENNY'S, mozzarella cheese sticks",27.22
"DENNY'S, golden fried shrimp",20.93
"DENNY'S, macaroni & cheese, from kid's menu",21.16
"DENNY'S, chicken nuggets, star shaped, from kid's menu",13.59
"Restaurant, Chinese, shrimp and vegetables",4.52
"Restaurant, Chinese, sweet and sour chicken",23.86
"Restaurant, Chinese, sweet and sour pork",23.34
"Restaurant, Chinese, chicken chow mein",8.29
"Restaurant, Chinese, vegetable chow mein, without meat or noodles",5.74
"OLIVE GARDEN, spaghetti with meat sauce",17.19
"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",15.71
"Restaurant, Chinese, sesame chicken",26.88
"Syrups, grenadine",66.91
"Imitation cheese, american or cheddar, low cholesterol",1
"Babyfood, banana juice with low fat yogurt",17.54
"Babyfood, mixed fruit juice with low fat yogurt",14.68
"Ham, turkey, sliced, extra lean, prepackaged or deli",0.93
"Salad dressing, peppercorn dressing, commercial, regular",3.5
"Mayonnaise, reduced-calorie or diet, cholesterol-free",6.7
"Granola bar, soft, milk chocolate coated, peanut butter",54.1
"Salad dressing, italian dressing, reduced calorie",6.7
"Cream substitute, liquid, light",9.1
"Cheese, monterey, low fat",0.7
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, fat-free",20
"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie, cholesterol-free",16
"Bologna, beef, low fat",5.2
"Candies, MARS SNACKFOOD US, TWIX chocolate fudge cookie bars",56
"Frozen yogurts, chocolate, nonfat milk, sweetened without sugar",19.7
"Frozen yogurts, chocolate",21.6
"Frozen yogurts, flavors other than chocolate",21.6
"Papad",59.87
"Rice cake, cracker (include hain mini rice cakes)",81.1
"Candies, MARS SNACKFOOD US, M&M's Almond Chocolate Candies",60.5
"Salad Dressing, coleslaw, reduced fat",40
"Pork, cured, ham, low sodium, lean and fat, cooked",0.3
"Pork, cured, ham, boneless, low sodium, extra lean (approximately 5% fat), roasted",1.5
"Salad dressing, mayonnaise and mayonnaise-type, low calorie",23.9
"Frozen novelties, juice type, orange",23.17
"Cheese, cottage, lowfat, 1% milkfat, no sodium added",2.7
"Mayonnaise, low sodium, low calorie or diet",16
"Snacks, tortilla chips, unsalted, white corn",65.32
"Cranberry juice, unsweetened",12.2
"Beef, bologna, reduced sodium",2
"Turnip greens, canned, no salt added",2.81
"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",0
"Cheese, pasteurized process, cheddar or American, low sodium",1.6
"Beverages, coffee, instant, with whitener, reduced calorie",59.94
"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",4.7
"Cheese, swiss, low sodium",3.4
"Babyfood, dinner, macaroni, beef and tomato sauce, toddler",11.53
"Rolls, pumpernickel",51.87
"Snacks, corn-based, extruded, chips, unsalted",57.4
"Beans, baked, canned, no salt added",20.49
"Jellyfish, dried, salted",0
"Frozen novelties, ice cream type, chocolate or caramel covered, with nuts",30.9
"Frankfurter, low sodium",1.8
"Frozen novelties, ice type, pop, with low calorie sweetener",5.92
"Babyfood, dessert, peach yogurt",17.6
"Babyfood, dessert, blueberry yogurt, strained",17.05
"Babyfood, dessert, banana yogurt, strained",17.35
"Ice creams, chocolate, rich",19.78
"Snacks, tortilla chips, light (baked with less oil)",73.4
"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",81.19
"Popcorn, microwave, low fat and sodium",73.39
"Babyfood, fruit supreme dessert",17.18
"Cheese, swiss, low fat",3.4
"Sweeteners, tabletop, fructose, liquid",76.1
"Puddings, chocolate flavor, low calorie, instant, dry mix",78.2
"Babyfood, grape juice, no sugar, canned",15.38
"Jellies, reduced sugar, home preserved",46.1
"Puddings, all flavors except chocolate, low calorie, instant, dry mix",84.66
"Vital wheat gluten",13.79
"Frog legs, raw",0
"Fish, mackerel, salted",0
"Java-plum, (jambolan), raw",15.56
"Jujube, raw",20.23
"Jujube, Chinese, fresh, dried",72.52
"Kiwifruit, green, raw",14.66
"Kumquats, raw",15.9
"Limes, raw",10.54
"Lime juice, raw",8.42
"Lime juice, canned or bottled, unsweetened",6.69
"Blueberries, dried, sweetened",80
"Prunes, canned, heavy syrup pack, solids and liquids",27.8
"Prunes, dehydrated (low-moisture), uncooked",89.07
"Prunes, dehydrated (low-moisture), stewed",29.7
"Plums, dried (prunes), uncooked",63.88
"Quinces, raw",15.3
"Raisins, golden, seedless",80.02
"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",79.32
"Raisins, seeded",78.47
"Rambutan, canned, syrup pack",20.87
"Rhubarb, frozen, uncooked",5.1
"Rhubarb, frozen, cooked, with sugar",31.2
"Roselle, raw",11.31
"Rose-apples, raw",5.7
"Strawberries, canned, heavy syrup pack, solids and liquids",23.53
"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",9.13
"Strawberries, frozen, sweetened, sliced",25.92
"Sugar-apples, (sweetsop), raw",23.64
"Feijoa, raw",15.21
"Pears, asian, raw",10.65
"Fruit cocktail, canned, heavy syrup, drained",18.8
"Blueberries, canned, light syrup, drained",22.66
"Blueberries, wild, canned, heavy syrup, drained",28.32
"Peaches, canned, heavy syrup, drained",18.43
"Pears, canned, heavy syrup, drained",19.08
"Plums, canned, heavy syrup, drained",23.12
"Tangerines, (mandarin oranges), canned, juice pack, drained",9.41
"Peach nectar, canned, with added ascorbic acid",11.93
"Pear nectar, canned, with added ascorbic acid",15.76
"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",12.87
"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",41
"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",7.51
"Jackfruit, canned, syrup pack",23.94
"Dates, medjool",74.97
"Durian, raw or frozen",27.09
"Pineapple, raw, traditional varieties",11.82
"Pineapple, raw, extra sweet variety",13.5
"Clementines, raw",12.02
"Guanabana nectar, canned",14.93
"Juice, apple and grape blend, with added ascorbic acid",12.46
"Juice, apple, grape and pear blend, with added ascorbic acid and calcium",12.96
"Plantains, green, fried",49.17
"Plantains, yellow, fried, Latino restaurant",40.77
"Apples, raw, red delicious, with skin (Includes foods for USDA's Food Distribution Program)",14.06
"Apples, raw, golden delicious, with skin",13.6
"Apples, raw, granny smith, with skin (Includes foods for USDA's Food Distribution Program)",13.61
"Apples, raw, gala, with skin (Includes foods for USDA's Food Distribution Program)",13.68
"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",12.18
"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",16.67
"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",14.77
"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",11.51
"Raspberries, frozen, red, unsweetened",12.55
"Guava nectar, with sucralose, canned",13.3
"Kiwifruit, ZESPRI SunGold, raw",15.79
"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",10.91
"Fruit juice smoothie, ODWALLA, strawberry banana",11.05
"Fruit juice smoothie, NAKED JUICE, strawberry banana",11.66
"Plantains, green, raw",36.66
"Plantains, green, boiled",29.15
"Raspberry juice concentrate",53.19
"Pork, fresh, composite of separable fat, with added solution, cooked",0.32
"Pork, fresh, carcass, separable lean and fat, raw",0
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder), separable lean only, raw",0
"Pork, fresh, separable fat, cooked",0
"Pork, fresh, leg (ham), whole, separable lean and fat, raw",0
"Pork, fresh, leg (ham), whole, separable lean and fat, cooked, roasted",0
"Pork, fresh, leg (ham), whole, separable lean only, raw",0
"Pork, fresh, leg (ham), whole, separable lean only, cooked, roasted",0
"Pork, fresh, leg (ham), shank half, separable lean and fat, raw",0
"Pork, fresh, leg (ham), shank half, separable lean and fat, cooked, roasted",0
"Pork, fresh, leg (ham), shank half, separable lean only, raw",0
"Pork, fresh, leg (ham), shank half, separable lean only, cooked, roasted",0
"Pork, fresh, loin, whole, separable lean only, raw",0
"Pork, fresh, loin, whole, separable lean only, cooked, braised",0
"Pork, fresh, loin, whole, separable lean only, cooked, broiled",0
"Pork, fresh, loin, whole, separable lean only, cooked, roasted",0
"Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw",0
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, braised",0
"Pork, fresh, loin, blade (chops), bone-in, separable lean only, cooked, broiled",0
"Pork, fresh, loin, blade (roasts), bone-in, separable lean only, cooked, roasted",0
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, raw",0
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, braised",0
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, broiled",0
"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",0
"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",0
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",0
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",0
"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",0
"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",0
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",0
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",0
"Pork, fresh, loin, tenderloin, separable lean only, raw",0
"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",0
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",0
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",0
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",0
"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",0
"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",0
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",0
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",0
"Pork, fresh, shoulder, arm picnic, separable lean only, raw",0
"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",0
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",0
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",0
"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",0
"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",0
"Pork, fresh, variety meats and by-products, brain, raw",0
"Pork, fresh, variety meats and by-products, brain, cooked, braised",0
"Pork, fresh, variety meats and by-products, chitterlings, raw",0
"Pork, fresh, variety meats and by-products, heart, raw",1.33
"Pork, fresh, variety meats and by-products, heart, cooked, braised",0.4
"Pork, fresh, variety meats and by-products, jowl, raw",0
"Pork, fresh, variety meats and by-products, kidneys, raw",0
"Pork, fresh, variety meats and by-products, lungs, cooked, braised",0
"Pork, fresh, variety meats and by-products, mechanically separated, raw",0
"Pork, fresh, variety meats and by-products, pancreas, raw",0
"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",0
"Pork, fresh, variety meats and by-products, tongue, raw",0
"Pork, fresh, variety meats and by-products, tongue, cooked, braised",0
"Pork, cured, bacon, unprepared",0
"Pork, cured, breakfast strips, raw or unheated",0.7
"Pork, cured, ham, extra lean (approximately 4% fat), canned, unheated",0
"Pork, cured, ham, extra lean (approximately 4% fat), canned, roasted",0.52
"Pork, cured, ham, regular (approximately 13% fat), canned, roasted",0.42
"Pork, cured, ham, center slice, country-style, separable lean only, raw",0.3
"Pork, cured, ham, center slice, separable lean and fat, unheated",0.05
"Pork, cured, ham, whole, separable lean only, roasted",0
"Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled",0
"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw",0
"Pork, cured, salt pork, raw",0
"Pork, cured, shoulder, blade roll, separable lean and fat, unheated",0
"Pork, cured, shoulder, blade roll, separable lean and fat, roasted",0.37
"Pork, fresh, variety meats and by-products, feet, cooked, simmered",0
"Pork, fresh, variety meats and by-products, tail, raw",0
"Pork, fresh, loin, center loin (chops), bone-in, separable lean and fat, cooked, pan-fried",0
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",0
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",0
"Pork, cured, ham, boneless, extra lean and regular, unheated",2.28
"Pork, cured, ham, boneless, extra lean and regular, roasted",0.5
"Pork, fresh, composite of trimmed retail cuts (leg, loin, shoulder, and spareribs), separable lean and fat, cooked",0
"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",0
"Pork, fresh, backribs, separable lean and fat, raw",0
"Pork, fresh, backribs, separable lean and fat, cooked, roasted",0
"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",0
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",0
